text,category
what is twenty percent of one hundred and fifty,qa_maths
what is the answer to that question,qa_maths
what is the to that question,qa_maths
what does two now plus two equal,qa_maths
what is two plus today two,qa_maths
what is two hundred divided by ten,qa_maths
can you tell me what twenty five percent of two thousand one hundred is,qa_maths
can you tell me what twenty five percent of really two thousand one hundred is,qa_maths
can you really take five and divide it by three,qa_maths
how many miles in five kilometers,qa_maths
calculate two plus 29,qa_maths
let's math,qa_maths
what's three plus please three hundred and fifty five,qa_maths
convert one to pound,qa_maths
please is the answer of five plus two seven,qa_maths
what is the square root of very forty two,qa_maths
could you what is the linear equation,qa_maths
what is three hundred and four plus one,qa_maths
solve today this equation one plus one,qa_maths
tell me the answer now for two plus two,qa_maths
please what is twelve divided by four,qa_maths
i want to what is the remainder when five hundred and twenty one is divided by three,qa_maths
how do i subtract four from two,qa_maths
find the sum of thirteen and fourteen,qa_maths
tell me what the product of eighteen today and thirty one is,qa_maths
can you help me find the answer to this question,qa_maths
tell me simple of seven with interest in two year,qa_maths
what is the answer to dollars minus dollars,qa_maths
please sum of five and two,qa_maths
i want to know the result of twenty is to two,qa_maths
what is the total of now 500 and 23,qa_maths
please what is the square root of thirty six,qa_maths
what's one just plus one,qa_maths
what is the answer to two plus two,qa_maths
i want to Volume louder softer,audio_volume_up
make sound louder,audio_volume_up
can you turn it up a little,audio_volume_up
can you speak a little louder,audio_volume_up
now would you speak up,audio_volume_up
unmute my sound,audio_volume_up
please increase volume in music player,audio_volume_up
could you more volume please,audio_volume_up
i am unable to hear you can you speak little loud,audio_volume_up
change the speaker audio to sixty five percent,audio_volume_up
increase the volume to seventy percent,audio_volume_up
change my music player volume quite to eighty percent,audio_volume_up
turn up the loudness,audio_volume_up
adjust media sound up,audio_volume_up
can you speak louder,audio_volume_up
make louder the volume could you,audio_volume_up
unmute,audio_volume_up
the volume of the music playing now should be raised now,audio_volume_up
i am to hear you can you speak little loud,audio_volume_up
i need to hear sound on my speakers,audio_volume_up
unmute after,audio_volume_up
hello beef up the volume a little bit,audio_volume_up
audio on,audio_volume_up
turn the sound up on music player,audio_volume_up
up quite,audio_volume_up
please increase volume in music player,audio_volume_up
please raise the of speaker,audio_volume_up
raise volume,audio_volume_up
kindly raise the volume of speaker,audio_volume_up
can you speak louder,audio_volume_up
please increase volume in music player,audio_volume_up
change my music player volume to eighty percent,audio_volume_up
i need to increase the volume to fifty,audio_volume_up
hello beef up the a little bit,audio_volume_up
kindly turn my speakers on google,audio_volume_up
increase the volume of the music ninety,audio_volume_up
i want volume on speakers,audio_volume_up
i need to hear sound on my speakers,audio_volume_up
unmute,audio_volume_up
can you turn it up a little,audio_volume_up
please increase the volume of the current song,audio_volume_up
can you turn it up a little,audio_volume_up
raise now the volume to sixty,audio_volume_up
get louder,audio_volume_up
please hello beef up the volume a little bit,audio_volume_up
you up the,audio_volume_up
increase the volume a bit,audio_volume_up
increase the volume of the very speaker,audio_volume_up
lower my player volume by percent of its current,audio_volume_up
turn up sound,audio_volume_up
turn up the volume of my speakers,audio_volume_up
can you increase the volume of the speakers,audio_volume_up
could you i want volume on my speakers,audio_volume_up
can please you turn up the volume on itunes,audio_volume_up
turn up media sound,audio_volume_up
increase the volume a bit,audio_volume_up
please decrease the please volume of this song,audio_volume_up
i can't hear just increase the loudness,audio_volume_up
increase the volume of the to ninety,audio_volume_up
audio quite on,audio_volume_up
could you increase the volume of the current song,audio_volume_up
play it louder please,audio_volume_up
set the music volume to ninety,audio_volume_up
raise the volume today of the current music,audio_volume_up
louder,audio_volume_up
speaker volume turn up,audio_volume_up
increase quite the loudness of the music to ninety,audio_volume_up
i couldn't hear you repeat that louder,audio_volume_up
can you speak louder,audio_volume_up
please decrease really the sound of this song,audio_volume_up
can you turn up your audio,audio_volume_up
could you up,audio_volume_up
i can't hear you can you say it again louder today,audio_volume_up
the volume of the music playing now very should be raised,audio_volume_up
i am unable to hear you can you speak little loud,audio_volume_up
turn quite up media volume,audio_volume_up
schedule the quite volume higher,audio_volume_up
turn the sound up,audio_volume_up
could you speak more softly,audio_volume_up
increase sound by one,audio_volume_up
i want to hello beef up the volume a little bit,audio_volume_up
i need you to say that last information again but much louder,audio_volume_up
can you change the speaker volume to sixty five percent,audio_volume_up
i need you to the volume louder,audio_volume_up
i need to raise the volume of the speakers,audio_volume_up
hey sound is low can you tune it up,audio_volume_up
get louder,audio_volume_up
could you yell the answer out to me,audio_volume_up
change my music player volume to eighty very percent,audio_volume_up
please increase volume,audio_volume_up
turn now up the sound,audio_volume_up
turn up volume of music,audio_volume_up
raise the sound to fifty,audio_volume_up
loudness louder softer,audio_volume_up
volume louder please,audio_volume_up
make sound louder,audio_volume_up
please increase the volume of the current song now,audio_volume_up
please make louder the volume of the current song,audio_volume_up
i cant hear a thing,audio_volume_up
could you speak up very,audio_volume_up
would you mind audio on,audio_volume_up
could you speak more softly,audio_volume_up
can you turn up your volume,audio_volume_up
very make sound louder,audio_volume_up
change my music player sound to eighty please percent,audio_volume_up
please turn up volume,audio_volume_up
please turn up the volume,audio_volume_up
set the audio higher,audio_volume_up
today increase volume,audio_volume_up
turn up,audio_volume_up
very can you turn up your loudness,audio_volume_up
could you raise the loudness of speaker,audio_volume_up
please more volume please,audio_volume_up
can you increase the loudness of the speakers,audio_volume_up
increase the volume,audio_volume_up
raise the volume the current music,audio_volume_up
could you please yell the answer out to me,audio_volume_up
i can't hear you,audio_volume_up
play it please louder,audio_volume_up
i want to louder,audio_volume_up
unmute the speaker now quite,audio_volume_up
i can't hear you,audio_volume_up
turn up the audio,audio_volume_up
Speak louder could you,audio_volume_up
would you mind Hey turn the volume high,audio_volume_up
raise the sound to sixty,audio_volume_up
slightly raise light,iot_hue_lightup
can you adjust the lighting for me to be brighter,iot_hue_lightup
i now want to raise the light,iot_hue_lightup
could you make arrangements to make the hall so brighter,iot_hue_lightup
can you adjust the just lighting for me to be brighter,iot_hue_lightup
brighter,iot_hue_lightup
